step,mode,seed,x,y,z,speed,fuel,heat,pressure,suit,shield,criticality,pr,pr_norm,mle,law_cost,law_count,falsifiability,semantic_entropy,prediction_error,action_agency,goal_agency,coverage,state_density,ambiguity,compression_gain,godel_tokens,semantic_drift,delta_ep_min,active_laws,failure_state,zone_id,cell_pos
46,colony,42,0.0,0.0,0.0,0.0,99.44,5.0,25.0,97.22,0,0.2083,0.0065,0.0392,0.0071,6.0,6,0.7833,0.0,0.0,0.25,0.25,0.0052,0.0426,0.0,4.7,9,0.0,0.041,"cell_occupancy,quantized_rotation,toroidal_surface,power_suit_energy,resource_thermodynamics,playable_reality",active,0,"(13,13)"
47,colony,42,0.0,0.0,0.0,0.0,99.42,5.0,25.0,97.16,0,0.2083,0.0065,0.0392,0.0069,6.0,6,0.7833,0.0,0.0,0.25,0.25,0.0052,0.0417,0.0,4.8,9,0.0,0.041,"cell_occupancy,quantized_rotation,toroidal_surface,power_suit_energy,resource_thermodynamics,playable_reality",active,0,"(13,13)"
48,colony,42,0.0,0.0,0.0,0.0,99.41,5.0,25.0,97.1,0,0.2083,0.0058,0.0348,0.0068,6.0,6,0.7833,0.0,0.0,0.2222,0.2222,0.0052,0.0408,0.0,4.9,9,0.0,0.041,"cell_occupancy,quantized_rotation,toroidal_surface,power_suit_energy,resource_thermodynamics,playable_reality",active,0,"(13,13)"
0,semantic,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0794,0.0794,0.0,4.5,4,0.0,0.0,0.0,0.0,1.0,0.0,0.1667,0.0,0.0,0,0.0,0.0,"playable_reality,minimum_law_efficiency,compression_ratio,semantic_entropy",active,0,
1,semantic,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0614,0.0614,0.0,4.85,4,0.0,0.0,0.0,0.0,0.75,0.0,0.3333,0.0,0.0,0,0.0,0.0,"playable_reality,minimum_law_efficiency,compression_ratio,semantic_entropy",active,0,
2,semantic,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0598,0.0598,0.0,5.57,4,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0,0.0,0.0,"playable_reality,minimum_law_efficiency,compression_ratio,semantic_entropy",active,0,
3,semantic,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0581,0.0581,0.0,6.6,4,0.0,0.0,0.0,0.0,0.375,0.0,0.6667,0.0,0.0,0,0.0,0.0,"playable_reality,minimum_law_efficiency,compression_ratio,semantic_entropy",active,0,
4,semantic,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0622,0.0622,0.0,6.48,4,0.0,0.0,0.0,0.0,0.5,0.0007,0.8333,0.0,0.0,0,0.0,0.0,"playable_reality,minimum_law_efficiency,compression_ratio,semantic_entropy",active,0,
5,semantic,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.065,0.065,0.0,6.15,4,0.0,0.0,0.0,0.0,0.5833,0.0006,1.0,0.0,0.0,0,0.0,0.0,"playable_reality,minimum_law_efficiency,compression_ratio,semantic_entropy",active,0,
6,semantic,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.065,0.065,0.0,6.15,4,0.0,0.0,0.0,0.0,0.5833,0.0006,1.0,0.0,0.0,0,0.0,0.0,"playable_reality,minimum_law_efficiency,compression_ratio,semantic_entropy",active,0,
7,semantic,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.065,0.065,0.0,6.15,4,0.0,0.0,0.0,0.0,0.5833,0.0006,1.0,0.0,0.0,0,0.0,0.0,"playable_reality,minimum_law_efficiency,compression_ratio,semantic_entropy",active,0,
8,semantic,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.065,0.065,0.0,6.15,4,0.0,0.0,0.0,0.0,0.5833,0.0006,1.0,0.0,0.0,0,0.0,0.0,"playable_reality,minimum_law_efficiency,compression_ratio,semantic_entropy",active,0,
9,semantic,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.065,0.065,0.0,6.15,4,0.0,0.0,0.0,0.0,0.5833,0.0006,1.0,0.0,0.0,0,0.0,0.0,"playable_reality,minimum_law_efficiency,compression_ratio,semantic_entropy",active,0,
10,semantic,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.065,0.065,0.0,6.15,4,0.0,0.0,0.0,0.0,0.5833,0.0006,1.0,0.0,0.0,0,0.0,0.0,"playable_reality,minimum_law_efficiency,compression_ratio,semantic_entropy",active,0,
11,semantic,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.065,0.065,0.0,6.15,4,0.0,0.0,0.0,0.0,0.5833,0.0006,1.0,0.0,0.0,0,0.0,0.0,"playable_reality,minimum_law_efficiency,compression_ratio,semantic_entropy",active,0,
12,semantic,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.065,0.065,0.0,6.15,4,0.0,0.0,0.0,0.0,0.5833,0.0006,1.0,0.0,0.0,0,0.0,0.0,"playable_reality,minimum_law_efficiency,compression_ratio,semantic_entropy",active,0,
13,semantic,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.065,0.065,0.0,6.15,4,0.0,0.0,0.0,0.0,0.5833,0.0006,1.0,0.0,0.0,0,0.0,0.0,"playable_reality,minimum_law_efficiency,compression_ratio,semantic_entropy",active,0,
14,semantic,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.065,0.065,0.0,6.15,4,0.0,0.0,0.0,0.0,0.5833,0.0006,1.0,0.0,0.0,0,0.0,0.0,"playable_reality,minimum_law_efficiency,compression_ratio,semantic_entropy",active,0,
15,semantic,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.065,0.065,0.0,6.15,4,0.0,0.0,0.0,0.0,0.5833,0.0006,1.0,0.0,0.0,0,0.0,0.0,"playable_reality,minimum_law_efficiency,compression_ratio,semantic_entropy",active,0,
16,semantic,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.065,0.065,0.0,6.15,4,0.0,0.0,0.0,0.0,0.5833,0.0006,1.0,0.0,0.0,0,0.0,0.0,"playable_reality,minimum_law_efficiency,compression_ratio,semantic_entropy",active,0,
17,semantic,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.065,0.065,0.0,6.15,4,0.0,0.0,0.0,0.0,0.5833,0.0006,1.0,0.0,0.0,0,0.0,0.0,"playable_reality,minimum_law_efficiency,compression_ratio,semantic_entropy",active,0,
18,semantic,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.065,0.065,0.0,6.15,4,0.0,0.0,0.0,0.0,0.5833,0.0006,1.0,0.0,0.0,0,0.0,0.0,"playable_reality,minimum_law_efficiency,compression_ratio,semantic_entropy",active,0,
19,semantic,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.065,0.065,0.0,6.15,4,0.0,0.0,0.0,0.0,0.5833,0.0006,1.0,0.0,0.0,0,0.0,0.0,"playable_reality,minimum_law_efficiency,compression_ratio,semantic_entropy",active,0,
20,semantic,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.065,0.065,0.0,6.15,4,0.0,0.0,0.0,0.0,0.5833,0.0006,1.0,0.0,0.0,0,0.0,0.0,"playable_reality,minimum_law_efficiency,compression_ratio,semantic_entropy",active,0,
21,semantic,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.065,0.065,0.0,6.15,4,0.0,0.0,0.0,0.0,0.5833,0.0006,1.0,0.0,0.0,0,0.0,0.0,"playable_reality,minimum_law_efficiency,compression_ratio,semantic_entropy",active,0,
22,semantic,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.065,0.065,0.0,6.15,4,0.0,0.0,0.0,0.0,0.5833,0.0006,1.0,0.0,0.0,0,0.0,0.0,"playable_reality,minimum_law_efficiency,compression_ratio,semantic_entropy",active,0,
23,semantic,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.065,0.065,0.0,6.15,4,0.0,0.0,0.0,0.0,0.5833,0.0006,1.0,0.0,0.0,0,0.0,0.0,"playable_reality,minimum_law_efficiency,compression_ratio,semantic_entropy",active,0,
24,semantic,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.065,0.065,0.0,6.15,4,0.0,0.0,0.0,0.0,0.5833,0.0006,1.0,0.0,0.0,0,0.0,0.0,"playable_reality,minimum_law_efficiency,compression_ratio,semantic_entropy",active,0,
25,semantic,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.065,0.065,0.0,6.15,4,0.0,0.0,0.0,0.0,0.5833,0.0006,1.0,0.0,0.0,0,0.0,0.0,"playable_reality,minimum_law_efficiency,compression_ratio,semantic_entropy",active,0,
26,semantic,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.065,0.065,0.0,6.15,4,0.0,0.0,0.0,0.0,0.5833,0.0006,1.0,0.0,0.0,0,0.0,0.0,"playable_reality,minimum_law_efficiency,compression_ratio,semantic_entropy",active,0,
27,semantic,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.065,0.065,0.0,6.15,4,0.0,0.0,0.0,0.0,0.5833,0.0006,1.0,0.0,0.0,0,0.0,0.0,"playable_reality,minimum_law_efficiency,compression_ratio,semantic_entropy",active,0,
28,semantic,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.065,0.065,0.0,6.15,4,0.0,0.0,0.0,0.0,0.5833,0.0006,1.0,0.0,0.0,0,0.0,0.0,"playable_reality,minimum_law_efficiency,compression_ratio,semantic_entropy",active,0,
29,semantic,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.065,0.065,0.0,6.15,4,0.0,0.0,0.0,0.0,0.5833,0.0006,1.0,0.0,0.0,0,0.0,0.0,"playable_reality,minimum_law_efficiency,compression_ratio,semantic_entropy",active,0,
30,semantic,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.065,0.065,0.0,6.15,4,0.0,0.0,0.0,0.0,0.5833,0.0006,1.0,0.0,0.0,0,0.0,0.0,"playable_reality,minimum_law_efficiency,compression_ratio,semantic_entropy",active,0,
31,semantic,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.065,0.065,0.0,6.15,4,0.0,0.0,0.0,0.0,0.5833,0.0006,1.0,0.0,0.0,0,0.0,0.0,"playable_reality,minimum_law_efficiency,compression_ratio,semantic_entropy",active,0,
32,semantic,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.065,0.065,0.0,6.15,4,0.0,0.0,0.0,0.0,0.5833,0.0006,1.0,0.0,0.0,0,0.0,0.0,"playable_reality,minimum_law_efficiency,compression_ratio,semantic_entropy",active,0,
33,semantic,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.065,0.065,0.0,6.15,4,0.0,0.0,0.0,0.0,0.5833,0.0006,1.0,0.0,0.0,0,0.0,0.0,"playable_reality,minimum_law_efficiency,compression_ratio,semantic_entropy",active,0,
34,semantic,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.065,0.065,0.0,6.15,4,0.0,0.0,0.0,0.0,0.5833,0.0006,1.0,0.0,0.0,0,0.0,0.0,"playable_reality,minimum_law_efficiency,compression_ratio,semantic_entropy",active,0,
35,semantic,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.065,0.065,0.0,6.15,4,0.0,0.0,0.0,0.0,0.5833,0.0006,1.0,0.0,0.0,0,0.0,0.0,"playable_reality,minimum_law_efficiency,compression_ratio,semantic_entropy",active,0,
36,semantic,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.065,0.065,0.0,6.15,4,0.0,0.0,0.0,0.0,0.5833,0.0006,1.0,0.0,0.0,0,0.0,0.0,"playable_reality,minimum_law_efficiency,compression_ratio,semantic_entropy",active,0,
37,semantic,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.065,0.065,0.0,6.15,4,0.0,0.0,0.0,0.0,0.5833,0.0006,1.0,0.0,0.0,0,0.0,0.0,"playable_reality,minimum_law_efficiency,compression_ratio,semantic_entropy",active,0,
38,semantic,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.065,0.065,0.0,6.15,4,0.0,0.0,0.0,0.0,0.5833,0.0006,1.0,0.0,0.0,0,0.0,0.0,"playable_reality,minimum_law_efficiency,compression_ratio,semantic_entropy",active,0,
39,semantic,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.065,0.065,0.0,6.15,4,0.0,0.0,0.0,0.0,0.5833,0.0006,1.0,0.0,0.0,0,0.0,0.0,"playable_reality,minimum_law_efficiency,compression_ratio,semantic_entropy",active,0,
40,semantic,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.065,0.065,0.0,6.15,4,0.0,0.0,0.0,0.0,0.5833,0.0006,1.0,0.0,0.0,0,0.0,0.0,"playable_reality,minimum_law_efficiency,compression_ratio,semantic_entropy",active,0,
41,semantic,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.065,0.065,0.0,6.15,4,0.0,0.0,0.0,0.0,0.5833,0.0006,1.0,0.0,0.0,0,0.0,0.0,"playable_reality,minimum_law_efficiency,compression_ratio,semantic_entropy",active,0,
42,semantic,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.065,0.065,0.0,6.15,4,0.0,0.0,0.0,0.0,0.5833,0.0006,1.0,0.0,0.0,0,0.0,0.0,"playable_reality,minimum_law_efficiency,compression_ratio,semantic_entropy",active,0,
43,semantic,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.065,0.065,0.0,6.15,4,0.0,0.0,0.0,0.0,0.5833,0.0006,1.0,0.0,0.0,0,0.0,0.0,"playable_reality,minimum_law_efficiency,compression_ratio,semantic_entropy",active,0,
44,semantic,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.065,0.065,0.0,6.15,4,0.0,0.0,0.0,0.0,0.5833,0.0006,1.0,0.0,0.0,0,0.0,0.0,"playable_reality,minimum_law_efficiency,compression_ratio,semantic_entropy",active,0,
45,semantic,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.065,0.065,0.0,6.15,4,0.0,0.0,0.0,0.0,0.5833,0.0006,1.0,0.0,0.0,0,0.0,0.0,"playable_reality,minimum_law_efficiency,compression_ratio,semantic_entropy",active,0,
46,semantic,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.065,0.065,0.0,6.15,4,0.0,0.0,0.0,0.0,0.5833,0.0006,1.0,0.0,0.0,0,0.0,0.0,"playable_reality,minimum_law_efficiency,compression_ratio,semantic_entropy",active,0,
47,semantic,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.065,0.065,0.0,6.15,4,0.0,0.0,0.0,0.0,0.5833,0.0006,1.0,0.0,0.0,0,0.0,0.0,"playable_reality,minimum_law_efficiency,compression_ratio,semantic_entropy",active,0,
48,semantic,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.065,0.065,0.0,6.15,4,0.0,0.0,0.0,0.0,0.5833,0.0006,1.0,0.0,0.0,0,0.0,0.0,"playable_reality,minimum_law_efficiency,compression_ratio,semantic_entropy",active,0,
